"","game_id","season","game_type","week","gameday","weekday","gametime","away_team","away_score","home_team","home_score","location","result","total","overtime","old_game_id","gsis","nfl_detail_id","pfr","pff","espn","ftn","away_rest","home_rest","away_moneyline","home_moneyline","spread_line","away_spread_odds","home_spread_odds","total_line","under_odds","over_odds","div_game","roof","surface","temp","wind","away_qb_id","home_qb_id","away_qb_name","home_qb_name","away_coach","home_coach","referee","stadium_id","stadium"
"161","2024_11_ATL_DEN",2024,"REG",11,"2024-11-17","Sunday","16:05","ATL",NA,"DEN",NA,"Home",NA,NA,NA,"2024111707",NA,NA,"202411170den",NA,"401671748",NA,7,7,NA,NA,NA,NA,NA,NA,NA,NA,0,"outdoors","grass",NA,NA,NA,NA,NA,NA,"Raheem Morris","Sean Payton",NA,"DEN00","Empower Field at Mile High"
"162","2024_11_SEA_SF",2024,"REG",11,"2024-11-17","Sunday","16:05","SEA",NA,"SF",NA,"Home",NA,NA,NA,"2024111708",NA,NA,"202411170sfo",NA,"401671757",NA,14,7,NA,NA,NA,NA,NA,NA,NA,NA,1,"outdoors","grass",NA,NA,NA,NA,NA,NA,"Mike Macdonald","Kyle Shanahan",NA,"SFO01","Levi's Stadium"
"163","2024_11_KC_BUF",2024,"REG",11,"2024-11-17","Sunday","16:25","KC",NA,"BUF",NA,"Home",NA,NA,NA,"2024111709",NA,NA,"202411170buf",NA,"401671665",NA,7,7,NA,NA,NA,NA,NA,NA,NA,NA,0,"outdoors","a_turf",NA,NA,NA,NA,NA,NA,"Andy Reid","Sean McDermott",NA,"BUF00","New Era Field"
"164","2024_11_CIN_LAC",2024,"REG",11,"2024-11-17","Sunday","16:25","CIN",NA,"LAC",NA,"Home",NA,NA,NA,"2024111710",NA,NA,"202411170sdg",NA,"401671675",NA,10,7,NA,NA,NA,NA,NA,NA,NA,NA,0,"dome","matrixturf",NA,NA,NA,NA,NA,NA,"Zac Taylor","Jim Harbaugh",NA,"LAX01","SoFi Stadium"
"165","2024_11_IND_NYJ",2024,"REG",11,"2024-11-17","Sunday","20:20","IND",NA,"NYJ",NA,"Home",NA,NA,NA,"2024111711",NA,NA,"202411170nyj",NA,"401671782",NA,7,7,NA,NA,NA,NA,NA,NA,NA,NA,0,"outdoors","fieldturf",NA,NA,NA,NA,NA,NA,"Shane Steichen","Robert Saleh",NA,"NYC01","MetLife Stadium"
"166","2024_11_HOU_DAL",2024,"REG",11,"2024-11-18","Monday","20:15","HOU",NA,"DAL",NA,"Home",NA,NA,NA,"2024111800",NA,NA,"202411180dal",NA,"401671694",NA,8,8,NA,NA,NA,NA,NA,NA,NA,NA,0,"closed","matrixturf",NA,NA,NA,NA,NA,NA,"DeMeco Ryans","Mike McCarthy",NA,"DAL00","AT&T Stadium"
"167","2024_12_PIT_CLE",2024,"REG",12,"2024-11-21","Thursday","20:15","PIT",NA,"CLE",NA,"Home",NA,NA,NA,"2024112100",NA,NA,"202411210cle",NA,"401671875",NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,1,"outdoors","grass",NA,NA,NA,NA,NA,NA,"Mike Tomlin","Kevin Stefanski",NA,"CLE00","FirstEnergy Stadium"
"168","2024_12_KC_CAR",2024,"REG",12,"2024-11-24","Sunday","13:00","KC",NA,"CAR",NA,"Home",NA,NA,NA,"2024112400",NA,NA,"202411240car",NA,"401671651",NA,7,14,NA,NA,NA,NA,NA,NA,NA,NA,0,"outdoors","grass",NA,NA,NA,NA,NA,NA,"Andy Reid","Dave Canales",NA,"CAR00","Bank of America Stadium"
"169","2024_12_MIN_CHI",2024,"REG",12,"2024-11-24","Sunday","13:00","MIN",NA,"CHI",NA,"Home",NA,NA,NA,"2024112401",NA,NA,"202411240chi",NA,"401671870",NA,7,7,NA,NA,NA,NA,NA,NA,NA,NA,1,"outdoors","grass",NA,NA,NA,NA,NA,NA,"Kevin O'Connell","Matt Eberflus",NA,"CHI98","Soldier Field"
"170","2024_12_TEN_HOU",2024,"REG",12,"2024-11-24","Sunday","13:00","TEN",NA,"HOU",NA,"Home",NA,NA,NA,"2024112402",NA,NA,"202411240htx",NA,"401671858",NA,7,6,NA,NA,NA,NA,NA,NA,NA,NA,1,"closed","astroturf",NA,NA,NA,NA,NA,NA,"Brian Callahan","DeMeco Ryans",NA,"HOU00","NRG Stadium"
"171","2024_12_DET_IND",2024,"REG",12,"2024-11-24","Sunday","13:00","DET",NA,"IND",NA,"Home",NA,NA,NA,"2024112403",NA,NA,"202411240clt",NA,"401671866",NA,7,7,NA,NA,NA,NA,NA,NA,NA,NA,0,"closed","fieldturf",NA,NA,NA,NA,NA,NA,"Dan Campbell","Shane Steichen",NA,"IND00","Lucas Oil Stadium"
"172","2024_12_NE_MIA",2024,"REG",12,"2024-11-24","Sunday","13:00","NE",NA,"MIA",NA,"Home",NA,NA,NA,"2024112404",NA,NA,"202411240mia",NA,"401671847",NA,7,7,NA,NA,NA,NA,NA,NA,NA,NA,1,"outdoors","grass",NA,NA,NA,NA,NA,NA,"Jerod Mayo","Mike McDaniel",NA,"MIA00","Hard Rock Stadium"
"173","2024_12_TB_NYG",2024,"REG",12,"2024-11-24","Sunday","13:00","TB",NA,"NYG",NA,"Home",NA,NA,NA,"2024112405",NA,NA,"202411240nyg",NA,"401671638",NA,14,14,NA,NA,NA,NA,NA,NA,NA,NA,0,"outdoors","fieldturf",NA,NA,NA,NA,NA,NA,"Todd Bowles","Brian Daboll",NA,"NYC01","MetLife Stadium"
"174","2024_12_DAL_WAS",2024,"REG",12,"2024-11-24","Sunday","13:00","DAL",NA,"WAS",NA,"Home",NA,NA,NA,"2024112406",NA,NA,"202411240was",NA,"401671715",NA,6,10,NA,NA,NA,NA,NA,NA,NA,NA,1,"outdoors","grass",NA,NA,NA,NA,NA,NA,"Mike McCarthy","Dan Quinn",NA,"WAS00","FedExField"
"175","2024_12_DEN_LV",2024,"REG",12,"2024-11-24","Sunday","16:05","DEN",NA,"LV",NA,"Home",NA,NA,NA,"2024112407",NA,NA,"202411240rai",NA,"401671656",NA,7,7,NA,NA,NA,NA,NA,NA,NA,NA,1,"dome","grass",NA,NA,NA,NA,NA,NA,"Sean Payton","Antonio Pierce",NA,"VEG00","Allegiant Stadium"
"176","2024_12_SF_GB",2024,"REG",12,"2024-11-24","Sunday","16:25","SF",NA,"GB",NA,"Home",NA,NA,NA,"2024112408",NA,NA,"202411240gnb",NA,"401671768",NA,7,7,NA,NA,NA,NA,NA,NA,NA,NA,0,"outdoors","grass",NA,NA,NA,NA,NA,NA,"Kyle Shanahan","Matt LaFleur",NA,"GNB00","Lambeau Field"
"177","2024_12_ARI_SEA",2024,"REG",12,"2024-11-24","Sunday","16:25","ARI",NA,"SEA",NA,"Home",NA,NA,NA,"2024112409",NA,NA,"202411240sea",NA,"401671775",NA,14,7,NA,NA,NA,NA,NA,NA,NA,NA,1,"outdoors","fieldturf",NA,NA,NA,NA,NA,NA,"Jonathan Gannon","Mike Macdonald",NA,"SEA00","Lumen Field"
"178","2024_12_PHI_LA",2024,"REG",12,"2024-11-24","Sunday","20:20","PHI",NA,"LA",NA,"Home",NA,NA,NA,"2024112410",NA,NA,"202411240ram",NA,"401671794",NA,10,7,NA,NA,NA,NA,NA,NA,NA,NA,0,"dome","matrixturf",NA,NA,NA,NA,NA,NA,"Nick Sirianni","Sean McVay",NA,"LAX01","SoFi Stadium"
"179","2024_12_BAL_LAC",2024,"REG",12,"2024-11-25","Monday","20:15","BAL",NA,"LAC",NA,"Home",NA,NA,NA,"2024112500",NA,NA,"202411250sdg",NA,"401671689",NA,8,8,NA,NA,NA,NA,NA,NA,NA,NA,0,"dome","matrixturf",NA,NA,NA,NA,NA,NA,"John Harbaugh","Jim Harbaugh",NA,"LAX01","SoFi Stadium"
"180","2024_13_CHI_DET",2024,"REG",13,"2024-11-28","Thursday","12:30","CHI",NA,"DET",NA,"Home",NA,NA,NA,"2024112800",NA,NA,"202411280det",NA,"401671492",NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,1,"dome","fieldturf",NA,NA,NA,NA,NA,NA,"Matt Eberflus","Dan Campbell",NA,"DET00","Ford Field"
"181","2024_13_NYG_DAL",2024,"REG",13,"2024-11-28","Thursday","16:30","NYG",NA,"DAL",NA,"Home",NA,NA,NA,"2024112801",NA,NA,"202411280dal",NA,"401671779",NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,1,"closed","matrixturf",NA,NA,NA,NA,NA,NA,"Brian Daboll","Mike McCarthy",NA,"DAL00","AT&T Stadium"
"182","2024_13_MIA_GB",2024,"REG",13,"2024-11-28","Thursday","20:20","MIA",NA,"GB",NA,"Home",NA,NA,NA,"2024112802",NA,NA,"202411280gnb",NA,"401671798",NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,0,"outdoors","grass",NA,NA,NA,NA,NA,NA,"Mike McDaniel","Matt LaFleur",NA,"GNB00","Lambeau Field"
"183","2024_13_LV_KC",2024,"REG",13,"2024-11-29","Friday","15:00","LV",NA,"KC",NA,"Home",NA,NA,NA,"2024112900",NA,NA,"202411290kan",NA,"401671806",NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,1,"outdoors","grass",NA,NA,NA,NA,NA,NA,"Antonio Pierce","Andy Reid",NA,"KAN00","GEHA Field at Arrowhead Stadium"
"184","2024_13_LAC_ATL",2024,"REG",13,"2024-12-01","Sunday","13:00","LAC",NA,"ATL",NA,"Home",NA,NA,NA,"2024120100",NA,NA,"202412010atl",NA,"401671649",NA,6,14,NA,NA,NA,NA,NA,NA,NA,NA,0,"closed","fieldturf",NA,NA,NA,NA,NA,NA,"Jim Harbaugh","Raheem Morris",NA,"ATL97","Mercedes-Benz Stadium"
"185","2024_13_PIT_CIN",2024,"REG",13,"2024-12-01","Sunday","13:00","PIT",NA,"CIN",NA,"Home",NA,NA,NA,"2024120101",NA,NA,"202412010cin",NA,"401671627",NA,10,14,NA,NA,NA,NA,NA,NA,NA,NA,1,"outdoors","fieldturf",NA,NA,NA,NA,NA,NA,"Mike Tomlin","Zac Taylor",NA,"CIN00","Paycor Stadium"
"186","2024_13_HOU_JAX",2024,"REG",13,"2024-12-01","Sunday","13:00","HOU",NA,"JAX",NA,"Home",NA,NA,NA,"2024120102",NA,NA,"202412010jax",NA,"401671705",NA,7,14,NA,NA,NA,NA,NA,NA,NA,NA,1,"outdoors","grass",NA,NA,NA,NA,NA,NA,"DeMeco Ryans","Doug Pederson",NA,"JAX00","TIAA Bank Stadium"
"187","2024_13_ARI_MIN",2024,"REG",13,"2024-12-01","Sunday","13:00","ARI",NA,"MIN",NA,"Home",NA,NA,NA,"2024120103",NA,NA,"202412010min",NA,"401671726",NA,7,7,NA,NA,NA,NA,NA,NA,NA,NA,0,"dome","sportturf",NA,NA,NA,NA,NA,NA,"Jonathan Gannon","Kevin O'Connell",NA,"MIN01","U.S. Bank Stadium"
"188","2024_13_IND_NE",2024,"REG",13,"2024-12-01","Sunday","13:00","IND",NA,"NE",NA,"Home",NA,NA,NA,"2024120104",NA,NA,"202412010nwe",NA,"401671620",NA,7,7,NA,NA,NA,NA,NA,NA,NA,NA,0,"outdoors","fieldturf",NA,NA,NA,NA,NA,NA,"Shane Steichen","Jerod Mayo",NA,"BOS00","Gillette Stadium"
"189","2024_13_SEA_NYJ",2024,"REG",13,"2024-12-01","Sunday","13:00","SEA",NA,"NYJ",NA,"Home",NA,NA,NA,"2024120105",NA,NA,"202412010nyj",NA,"401671703",NA,7,14,NA,NA,NA,NA,NA,NA,NA,NA,0,"outdoors","fieldturf",NA,NA,NA,NA,NA,NA,"Mike Macdonald","Robert Saleh",NA,"NYC01","MetLife Stadium"
"190","2024_13_TEN_WAS",2024,"REG",13,"2024-12-01","Sunday","13:00","TEN",NA,"WAS",NA,"Home",NA,NA,NA,"2024120106",NA,NA,"202412010was",NA,"401671743",NA,7,7,NA,NA,NA,NA,NA,NA,NA,NA,0,"outdoors","grass",NA,NA,NA,NA,NA,NA,"Brian Callahan","Dan Quinn",NA,"WAS00","FedExField"
"191","2024_13_TB_CAR",2024,"REG",13,"2024-12-01","Sunday","16:05","TB",NA,"CAR",NA,"Home",NA,NA,NA,"2024120107",NA,NA,"202412010car",NA,"401671752",NA,7,7,NA,NA,NA,NA,NA,NA,NA,NA,1,"outdoors","grass",NA,NA,NA,NA,NA,NA,"Todd Bowles","Dave Canales",NA,"CAR00","Bank of America Stadium"
"192","2024_13_LA_NO",2024,"REG",13,"2024-12-01","Sunday","16:05","LA",NA,"NO",NA,"Home",NA,NA,NA,"2024120108",NA,NA,"202412010nor",NA,"401671753",NA,7,14,NA,NA,NA,NA,NA,NA,NA,NA,0,"dome","sportturf",NA,NA,NA,NA,NA,NA,"Sean McVay","Dennis Allen",NA,"NOR00","Mercedes-Benz Superdome"
"193","2024_13_PHI_BAL",2024,"REG",13,"2024-12-01","Sunday","16:25","PHI",NA,"BAL",NA,"Home",NA,NA,NA,"2024120109",NA,NA,"202412010rav",NA,"401671666",NA,7,6,NA,NA,NA,NA,NA,NA,NA,NA,0,"outdoors","grass",NA,NA,NA,NA,NA,NA,"Nick Sirianni","John Harbaugh",NA,"BAL00","M&T Bank Stadium"
"194","2024_13_SF_BUF",2024,"REG",13,"2024-12-01","Sunday","20:20","SF",NA,"BUF",NA,"Home",NA,NA,NA,"2024120110",NA,NA,"202412010buf",NA,"401671781",NA,7,14,NA,NA,NA,NA,NA,NA,NA,NA,0,"outdoors","a_turf",NA,NA,NA,NA,NA,NA,"Kyle Shanahan","Sean McDermott",NA,"BUF00","New Era Field"
"195","2024_13_CLE_DEN",2024,"REG",13,"2024-12-02","Monday","20:15","CLE",NA,"DEN",NA,"Home",NA,NA,NA,"2024120200",NA,NA,"202412020den",NA,"401671686",NA,11,8,NA,NA,NA,NA,NA,NA,NA,NA,0,"outdoors","grass",NA,NA,NA,NA,NA,NA,"Kevin Stefanski","Sean Payton",NA,"DEN00","Empower Field at Mile High"
"196","2024_14_GB_DET",2024,"REG",14,"2024-12-05","Thursday","20:15","GB",NA,"DET",NA,"Home",NA,NA,NA,"2024120500",NA,NA,"202412050det",NA,"401671814",NA,7,7,NA,NA,NA,NA,NA,NA,NA,NA,1,"dome","fieldturf",NA,NA,NA,NA,NA,NA,"Matt LaFleur","Dan Campbell",NA,"DET00","Ford Field"
"197","2024_14_NYJ_MIA",2024,"REG",14,"2024-12-08","Sunday","13:00","NYJ",NA,"MIA",NA,"Home",NA,NA,NA,"2024120800",NA,NA,"202412080mia",NA,"401671848",NA,7,10,NA,NA,NA,NA,NA,NA,NA,NA,1,"outdoors","grass",NA,NA,NA,NA,NA,NA,"Robert Saleh","Mike McDaniel",NA,"MIA00","Hard Rock Stadium"
"198","2024_14_ATL_MIN",2024,"REG",14,"2024-12-08","Sunday","13:00","ATL",NA,"MIN",NA,"Home",NA,NA,NA,"2024120801",NA,NA,"202412080min",NA,"401671648",NA,7,7,NA,NA,NA,NA,NA,NA,NA,NA,0,"dome","sportturf",NA,NA,NA,NA,NA,NA,"Raheem Morris","Kevin O'Connell",NA,"MIN01","U.S. Bank Stadium"
"199","2024_14_NO_NYG",2024,"REG",14,"2024-12-08","Sunday","13:00","NO",NA,"NYG",NA,"Home",NA,NA,NA,"2024120802",NA,NA,"202412080nyg",NA,"401671601",NA,7,10,NA,NA,NA,NA,NA,NA,NA,NA,0,"outdoors","fieldturf",NA,NA,NA,NA,NA,NA,"Dennis Allen","Brian Daboll",NA,"NYC01","MetLife Stadium"
"200","2024_14_CAR_PHI",2024,"REG",14,"2024-12-08","Sunday","13:00","CAR",NA,"PHI",NA,"Home",NA,NA,NA,"2024120803",NA,NA,"202412080phi",NA,"401671713",NA,7,7,NA,NA,NA,NA,NA,NA,NA,NA,0,"outdoors","grass",NA,NA,NA,NA,NA,NA,"Dave Canales","Nick Sirianni",NA,"PHI00","Lincoln Financial Field"
"201","2024_14_CLE_PIT",2024,"REG",14,"2024-12-08","Sunday","13:00","CLE",NA,"PIT",NA,"Home",NA,NA,NA,"2024120804",NA,NA,"202412080pit",NA,"401671631",NA,6,7,NA,NA,NA,NA,NA,NA,NA,NA,1,"outdoors","grass",NA,NA,NA,NA,NA,NA,"Kevin Stefanski","Mike Tomlin",NA,"PIT00","Acrisure Stadium"
"202","2024_14_LV_TB",2024,"REG",14,"2024-12-08","Sunday","13:00","LV",NA,"TB",NA,"Home",NA,NA,NA,"2024120805",NA,NA,"202412080tam",NA,"401671654",NA,9,7,NA,NA,NA,NA,NA,NA,NA,NA,0,"outdoors","grass",NA,NA,NA,NA,NA,NA,"Antonio Pierce","Todd Bowles",NA,"TAM00","Raymond James Stadium"
"203","2024_14_JAX_TEN",2024,"REG",14,"2024-12-08","Sunday","13:00","JAX",NA,"TEN",NA,"Home",NA,NA,NA,"2024120806",NA,NA,"202412080oti",NA,"401671821",NA,7,7,NA,NA,NA,NA,NA,NA,NA,NA,1,"outdoors","grass",NA,NA,NA,NA,NA,NA,"Doug Pederson","Brian Callahan",NA,"NAS00","Nissan Stadium"
"204","2024_14_SEA_ARI",2024,"REG",14,"2024-12-08","Sunday","16:05","SEA",NA,"ARI",NA,"Home",NA,NA,NA,"2024120807",NA,NA,"202412080crd",NA,"401671660",NA,7,7,NA,NA,NA,NA,NA,NA,NA,NA,1,"closed","grass",NA,NA,NA,NA,NA,NA,"Mike Macdonald","Jonathan Gannon",NA,"PHO00","State Farm Stadium"
"205","2024_14_BUF_LA",2024,"REG",14,"2024-12-08","Sunday","16:25","BUF",NA,"LA",NA,"Home",NA,NA,NA,"2024120808",NA,NA,"202412080ram",NA,"401671773",NA,7,7,NA,NA,NA,NA,NA,NA,NA,NA,0,"dome","matrixturf",NA,NA,NA,NA,NA,NA,"Sean McDermott","Sean McVay",NA,"LAX01","SoFi Stadium"
"206","2024_14_CHI_SF",2024,"REG",14,"2024-12-08","Sunday","16:25","CHI",NA,"SF",NA,"Home",NA,NA,NA,"2024120809",NA,NA,"202412080sfo",NA,"401671774",NA,10,7,NA,NA,NA,NA,NA,NA,NA,NA,0,"outdoors","grass",NA,NA,NA,NA,NA,NA,"Matt Eberflus","Kyle Shanahan",NA,"SFO01","Levi's Stadium"
"207","2024_14_LAC_KC",2024,"REG",14,"2024-12-08","Sunday","20:20","LAC",NA,"KC",NA,"Home",NA,NA,NA,"2024120810",NA,NA,"202412080kan",NA,"401671788",NA,7,9,NA,NA,NA,NA,NA,NA,NA,NA,1,"outdoors","grass",NA,NA,NA,NA,NA,NA,"Jim Harbaugh","Andy Reid",NA,"KAN00","GEHA Field at Arrowhead Stadium"
"208","2024_14_CIN_DAL",2024,"REG",14,"2024-12-09","Monday","20:15","CIN",NA,"DAL",NA,"Home",NA,NA,NA,"2024120900",NA,NA,"202412090dal",NA,"401671690",NA,8,11,NA,NA,NA,NA,NA,NA,NA,NA,0,"closed","matrixturf",NA,NA,NA,NA,NA,NA,"Zac Taylor","Mike McCarthy",NA,"DAL00","AT&T Stadium"
"209","2024_15_LA_SF",2024,"REG",15,"2024-12-12","Thursday","20:15","LA",NA,"SF",NA,"Home",NA,NA,NA,"2024121200",NA,NA,"202412120sfo",NA,"401671818",NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,1,"outdoors","grass",NA,NA,NA,NA,NA,NA,"Sean McVay","Kyle Shanahan",NA,"SFO01","Levi's Stadium"
"210","2024_15_DAL_CAR",2024,"REG",15,"2024-12-15","Sunday","13:00","DAL",NA,"CAR",NA,"Home",NA,NA,NA,"2024121500",NA,NA,"202412150car",NA,"401671731",NA,6,7,NA,NA,NA,NA,NA,NA,NA,NA,0,"outdoors","grass",NA,NA,NA,NA,NA,NA,"Mike McCarthy","Dave Canales",NA,"CAR00","Bank of America Stadium"
"211","2024_15_KC_CLE",2024,"REG",15,"2024-12-15","Sunday","13:00","KC",NA,"CLE",NA,"Home",NA,NA,NA,"2024121501",NA,NA,"202412150cle",NA,"401671854",NA,7,7,NA,NA,NA,NA,NA,NA,NA,NA,0,"outdoors","grass",NA,NA,NA,NA,NA,NA,"Andy Reid","Kevin Stefanski",NA,"CLE00","FirstEnergy Stadium"
"212","2024_15_MIA_HOU",2024,"REG",15,"2024-12-15","Sunday","13:00","MIA",NA,"HOU",NA,"Home",NA,NA,NA,"2024121502",NA,NA,"202412150htx",NA,"401671860",NA,7,14,NA,NA,NA,NA,NA,NA,NA,NA,0,"closed","astroturf",NA,NA,NA,NA,NA,NA,"Mike McDaniel","DeMeco Ryans",NA,"HOU00","NRG Stadium"
"213","2024_15_NYJ_JAX",2024,"REG",15,"2024-12-15","Sunday","13:00","NYJ",NA,"JAX",NA,"Home",NA,NA,NA,"2024121503",NA,NA,"202412150jax",NA,"401671706",NA,7,7,NA,NA,NA,NA,NA,NA,NA,NA,0,"outdoors","grass",NA,NA,NA,NA,NA,NA,"Robert Saleh","Doug Pederson",NA,"JAX00","TIAA Bank Stadium"
"214","2024_15_WAS_NO",2024,"REG",15,"2024-12-15","Sunday","13:00","WAS",NA,"NO",NA,"Home",NA,NA,NA,"2024121504",NA,NA,"202412150nor",NA,"401671737",NA,14,7,NA,NA,NA,NA,NA,NA,NA,NA,0,"dome","sportturf",NA,NA,NA,NA,NA,NA,"Dan Quinn","Dennis Allen",NA,"NOR00","Mercedes-Benz Superdome"
"215","2024_15_BAL_NYG",2024,"REG",15,"2024-12-15","Sunday","13:00","BAL",NA,"NYG",NA,"Home",NA,NA,NA,"2024121505",NA,NA,"202412150nyg",NA,"401671639",NA,14,7,NA,NA,NA,NA,NA,NA,NA,NA,0,"outdoors","fieldturf",NA,NA,NA,NA,NA,NA,"John Harbaugh","Brian Daboll",NA,"NYC01","MetLife Stadium"
